gene_id,gene_symbol,gene_name,label,dataset_role,ensembl_gene_id,ensembl_gene_name,gene_type,chromosome_or_scaffold,gene_start_bp,gene_end_bp,strand,uniprot_accession,uniprot_entry_name,sequence_length_fasta,coordinate_source,coordinate_scope,coordinate_master_version
ENSG00000101435,CST9L,CST9L,0,negative,ENSG00000101435,CST9L,protein_coding,20,23564732.0,23568484.0,-1.0,Q9H4G1,CST9L_HUMAN,147.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000128610,FEZF1,FEZ family zinc finger 1,1,positive,ENSG00000128610,FEZF1,protein_coding,7,122301303.0,122310691.0,-1.0,A0PJY2,FEZF1_HUMAN,475.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000196663,TECPR2,TECPR2,0,negative,ENSG00000196663,TECPR2,protein_coding,14,102362941.0,102502477.0,1.0,O15040,TCPR2_HUMAN,1411.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000132938,MTUS2,MTUS2,0,negative,ENSG00000132938,MTUS2,protein_coding,13,28820021.0,29505947.0,1.0,Q5JR59,MTUS2_HUMAN,1369.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000053918,KCNQ1,potassium voltage-gated channel subfamily Q member 1,1,positive,ENSG00000053918,KCNQ1,protein_coding,11,2444654.0,2849105.0,1.0,P51787,KCNQ1_HUMAN,676.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000175164,ABO,"ABO, alpha 1-3-N-acetylgalactosaminyltransferase and alpha 1-3-galactosyltransferase",1,positive,ENSG00000175164,ABO,protein_coding,9,133233278.0,133276024.0,-1.0,P16442,BGAT_HUMAN,354.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000148123,PLPPR1,phospholipid phosphatase related 1,1,positive,ENSG00000148123,PLPPR1,protein_coding,9,101028727.0,101325135.0,1.0,Q8TBJ4,PLPR1_HUMAN,325.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000125744,RTN2,RTN2,0,negative,ENSG00000125744,RTN2,protein_coding,19,45485294.0,45497055.0,-1.0,O75298,RTN2_HUMAN,545.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000178252,WDR6,WDR6,0,negative,ENSG00000178252,WDR6,protein_coding,3,49007062.0,49015953.0,1.0,Q9NNW5,WDR6_HUMAN,1121.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000134824,FADS2,fatty acid desaturase 2,1,positive,ENSG00000134824,FADS2,protein_coding,11,61792980.0,61867354.0,1.0,O95864,FADS2_HUMAN,444.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000143337,TOR1AIP1,TOR1AIP1,0,negative,ENSG00000143337,TOR1AIP1,protein_coding,1,179882042.0,179920077.0,1.0,Q5JTV8,TOIP1_HUMAN,583.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000138050,THUMPD2,THUMPD2,0,negative,ENSG00000138050,THUMPD2,protein_coding,2,39736060.0,39779276.0,-1.0,Q9BTF0,THUM2_HUMAN,503.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000100485,SOS2,SOS Ras/Rho guanine nucleotide exchange factor 2,1,positive,ENSG00000100485,SOS2,protein_coding,14,50117130.0,50231906.0,-1.0,Q07890,SOS2_HUMAN,1332.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000132205,EMILIN2,elastin microfibril interfacer 2,1,positive,ENSG00000132205,EMILIN2,protein_coding,18,2846930.0,2916003.0,1.0,Q9BXX0,EMIL2_HUMAN,1053.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000101407,TTI1,TTI1,0,negative,ENSG00000101407,TTI1,protein_coding,20,37983007.0,38033461.0,-1.0,O43156,TTI1_HUMAN,1089.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000175745,NR2F1,nuclear receptor subfamily 2 group F member 1,1,positive,ENSG00000175745,NR2F1,protein_coding,5,93583222.0,93594611.0,1.0,P10589,COT1_HUMAN,423.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000198890,PRMT6,protein arginine methyltransferase 6,1,positive,ENSG00000198890,PRMT6,protein_coding,1,107056674.0,107067636.0,1.0,Q96LA8,ANM6_HUMAN,375.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000125538,IL1B,interleukin 1 beta,1,positive,ENSG00000125538,IL1B,protein_coding,2,112829751.0,112836816.0,-1.0,P01584,IL1B_HUMAN,269.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000126870,DYNC2I1,DYNC2I1,0,negative,ENSG00000126870,DYNC2I1,protein_coding,7,158856558.0,158956747.0,1.0,Q8WVS4,DC2I1_HUMAN,1066.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000004059,ARF5,ARF GTPase 5,1,positive,ENSG00000004059,ARF5,protein_coding,7,127588370.0,127591700.0,1.0,P84085,ARF5_HUMAN,180.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000126860,EVI2A,ecotropic viral integration site 2A,1,positive,ENSG00000126860,EVI2A,protein_coding,17,31316410.0,31321749.0,-1.0,P22794,EVI2A_HUMAN,236.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000185104,FAF1,Fas associated factor 1,1,positive,ENSG00000185104,FAF1,protein_coding,1,50437028.0,50960279.0,-1.0,Q9UNN5,FAF1_HUMAN,650.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000196628,TCF4,transcription factor 4,1,positive,ENSG00000196628,TCF4,protein_coding,18,55222185.0,55664787.0,-1.0,P15884,ITF2_HUMAN,667.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000112033,PPARD,peroxisome proliferator activated receptor delta,1,positive,ENSG00000112033,PPARD,protein_coding,6,35342530.0,35428193.0,1.0,Q03181,PPARD_HUMAN,441.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000050030,NEXMIF,NEXMIF,0,negative,ENSG00000050030,NEXMIF,protein_coding,X,74732856.0,74925472.0,-1.0,Q5QGS0,NEXMI_HUMAN,1516.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000182771,GRID1,glutamate ionotropic receptor delta type subunit 1,1,positive,ENSG00000182771,GRID1,protein_coding,10,85599552.0,86366795.0,-1.0,Q9ULK0,GRID1_HUMAN,1009.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000091831,ESR1,estrogen receptor 1,1,positive,ENSG00000091831,ESR1,protein_coding,6,151651284.0,152129619.0,1.0,P03372,ESR1_HUMAN,595.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000149596,JPH2,junctophilin 2,1,positive,ENSG00000149596,JPH2,protein_coding,20,44106590.0,44189032.0,-1.0,Q9BR39,JPH2_HUMAN,696.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000181195,PENK,proenkephalin,1,positive,ENSG00000181195,PENK,protein_coding,8,56436674.0,56448048.0,-1.0,P01210,PENK_HUMAN,267.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000185966,LCE3E,LCE3E,0,negative,ENSG00000185966,LCE3E,protein_coding,1,152565654.0,152566780.0,-1.0,Q5T5B0,LCE3E_HUMAN,92.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000122068,FYTTD1,FYTTD1,0,negative,ENSG00000122068,FYTTD1,protein_coding,3,197737179.0,197787596.0,1.0,Q96QD9,UIF_HUMAN,318.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000147862,NFIB,nuclear factor I B,1,positive,ENSG00000147862,NFIB,protein_coding,9,14081843.0,14398983.0,-1.0,O00712,NFIB_HUMAN,420.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000253953,PCDHGB4,PCDHGB4,0,negative,ENSG00000253953,PCDHGB4,protein_coding,5,141387698.0,141512975.0,1.0,Q9UN71,PCDGG_HUMAN,923.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000177917,ARL6IP6,ARF like GTPase 6 interacting protein 6,1,positive,ENSG00000177917,ARL6IP6,protein_coding,2,152717647.0,152762396.0,1.0,Q8N6S5,AR6P6_HUMAN,226.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000152969,JAKMIP1,janus kinase and microtubule interacting protein 1,1,positive,ENSG00000152969,JAKMIP1,protein_coding,4,6026199.0,6200591.0,-1.0,Q96N16,JKIP1_HUMAN,626.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000136950,ARPC5L,ARPC5L,0,negative,ENSG00000136950,ARPC5L,protein_coding,9,124862130.0,124877733.0,1.0,Q9BPX5,ARP5L_HUMAN,153.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000103811,CTSH,cathepsin H,1,positive,ENSG00000103811,CTSH,protein_coding,15,78921058.0,78949574.0,-1.0,P09668,CATH_HUMAN,335.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000118971,CCND2,cyclin D2,1,positive,ENSG00000118971,CCND2,protein_coding,12,4269771.0,4306933.0,1.0,P30279,CCND2_HUMAN,289.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000138658,ZGRF1,ZGRF1,0,negative,ENSG00000138658,ZGRF1,protein_coding,4,112539333.0,112637392.0,-1.0,Q86YA3,ZGRF1_HUMAN,2104.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000205129,CFAP96,CFAP96,0,negative,ENSG00000205129,CFAP96,protein_coding,4,185426014.0,185449828.0,1.0,A7E2U8,CFA96_HUMAN,309.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000164542,MATCAP2,MATCAP2,0,negative,ENSG00000164542,MATCAP2,protein_coding,7,36324152.0,36390125.0,-1.0,Q8NCT3,MACA2_HUMAN,520.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000149201,CCDC81,CCDC81,0,negative,ENSG00000149201,CCDC81,protein_coding,11,86374736.0,86423109.0,1.0,Q6ZN84,CCD81_HUMAN,652.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000197591,OR11L1,OR11L1,0,negative,ENSG00000197591,OR11L1,protein_coding,1,247840928.0,247841896.0,-1.0,Q8NGX0,O11L1_HUMAN,322.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000072858,SIDT1,SID1 transmembrane family member 1,1,positive,ENSG00000072858,SIDT1,protein_coding,3,113532400.0,113629714.0,1.0,Q9NXL6,SIDT1_HUMAN,827.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000158669,GPAT4,glycerol-3-phosphate acyltransferase 4,1,positive,ENSG00000158669,GPAT4,protein_coding,8,41577187.0,41625001.0,1.0,Q86UL3,GPAT4_HUMAN,456.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000156802,ATAD2,ATAD2,0,negative,ENSG00000156802,ATAD2,protein_coding,8,123319850.0,123416350.0,-1.0,Q6PL18,ATAD2_HUMAN,1390.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000198774,RASSF9,RASSF9,0,negative,ENSG00000198774,RASSF9,protein_coding,12,85800703.0,85836409.0,-1.0,O75901,RASF9_HUMAN,435.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000165973,NELL1,neural EGFL like 1,1,positive,ENSG00000165973,NELL1,protein_coding,11,20669551.0,21577711.0,1.0,Q92832,NELL1_HUMAN,810.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000227268,KLLN,"killin, p53 regulated DNA replication inhibitor",1,positive,ENSG00000227268,KLLN,protein_coding,10,87859158.0,87863533.0,-1.0,B2CW77,KILIN_HUMAN,178.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000107929,LARP4B,La ribonucleoprotein 4B,1,positive,ENSG00000107929,LARP4B,protein_coding,10,806915.0,931821.0,-1.0,Q92615,LAR4B_HUMAN,738.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000073614,KDM5A,lysine demethylase 5A,1,positive,ENSG00000073614,KDM5A,protein_coding,12,280057.0,389320.0,-1.0,P29375,KDM5A_HUMAN,1690.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000159199,ATP5MC1,ATP synthase membrane subunit c locus 1,1,positive,ENSG00000159199,ATP5MC1,protein_coding,17,48892765.0,48895875.0,1.0,P05496,AT5G1_HUMAN,136.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000145194,ECE2,endothelin converting enzyme 2,1,positive,ENSG00000145194,ECE2,protein_coding,3,184275531.0,184293031.0,1.0,P0DPD6,ECE2_HUMAN,811.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000184304,PRKD1,protein kinase D1,1,positive,ENSG00000184304,PRKD1,protein_coding,14,29576479.0,30191898.0,-1.0,Q15139,KPCD1_HUMAN,912.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000196739,COL27A1,collagen type XXVII alpha 1 chain,1,positive,ENSG00000196739,COL27A1,protein_coding,9,114155537.0,114312511.0,1.0,Q8IZC6,CORA1_HUMAN,1860.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000116678,LEPR,leptin receptor,1,positive,ENSG00000116678,LEPR,protein_coding,1,65420652.0,65641559.0,1.0,P48357,LEPR_HUMAN,1165.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000091986,CCDC80,CCDC80,0,negative,ENSG00000091986,CCDC80,protein_coding,3,112596797.0,112649530.0,-1.0,Q76M96,CCD80_HUMAN,950.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000163870,TPRA1,TPRA1,0,negative,ENSG00000163870,TPRA1,protein_coding,3,127571232.0,127598318.0,-1.0,Q86W33,TPRA1_HUMAN,373.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000167792,NDUFV1,NADH:ubiquinone oxidoreductase core subunit V1,1,positive,ENSG00000167792,NDUFV1,protein_coding,11,67605653.0,67612554.0,1.0,P49821,NDUV1_HUMAN,464.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000132846,ZBED3,zinc finger BED-type containing 3,1,positive,ENSG00000132846,ZBED3,protein_coding,5,77072072.0,77087353.0,-1.0,Q96IU2,ZBED3_HUMAN,234.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000165443,PHYHIPL,PHYHIPL,0,negative,ENSG00000165443,PHYHIPL,protein_coding,10,59176643.0,59247774.0,1.0,Q96FC7,PHIPL_HUMAN,376.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000204514,ZNF814,ZNF814,0,negative,ENSG00000204514,ZNF814,protein_coding,19,57848731.0,57889074.0,-1.0,B7Z6K7,ZN814_HUMAN,855.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000036828,CASR,calcium sensing receptor,1,positive,ENSG00000036828,CASR,protein_coding,3,122183668.0,122291629.0,1.0,P41180,CASR_HUMAN,1078.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000179148,ALOXE3,ALOXE3,0,negative,ENSG00000179148,ALOXE3,protein_coding,17,8095900.0,8119047.0,-1.0,Q9BYJ1,LOXE3_HUMAN,711.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000198018,ENTPD7,ENTPD7,0,negative,ENSG00000198018,ENTPD7,protein_coding,10,99659415.0,99711241.0,1.0,Q9NQZ7,ENTP7_HUMAN,604.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000106638,TBL2,transducin beta like 2,1,positive,ENSG00000106638,TBL2,protein_coding,7,73567537.0,73578791.0,-1.0,Q9Y4P3,TBL2_HUMAN,447.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000129696,TTI2,TTI2,0,negative,ENSG00000129696,TTI2,protein_coding,8,33473386.0,33513185.0,-1.0,Q6NXR4,TTI2_HUMAN,508.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000069998,HDHD5,HDHD5,0,negative,ENSG00000069998,HDHD5,protein_coding,22,17137510.0,17165287.0,-1.0,Q9BXW7,HDHD5_HUMAN,423.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000106636,YKT6,YKT6 vesicular SNARE protein,1,positive,ENSG00000106636,YKT6,protein_coding,7,44200959.0,44214294.0,1.0,O15498,YKT6_HUMAN,198.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000129214,SHBG,sex hormone binding globulin,1,positive,ENSG00000129214,SHBG,protein_coding,17,7613946.0,7633469.0,1.0,P04278,SHBG_HUMAN,402.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000133247,KMT5C,KMT5C,0,negative,ENSG00000133247,KMT5C,protein_coding,19,55339367.0,55348121.0,1.0,Q86Y97,KMT5C_HUMAN,462.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000125733,TRIP10,TRIP10,0,negative,ENSG00000125733,TRIP10,protein_coding,19,6737925.0,6751530.0,1.0,Q15642,CIP4_HUMAN,601.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000130203,APOE,apolipoprotein E,1,positive,ENSG00000130203,APOE,protein_coding,19,44903787.0,44909396.0,1.0,P02649,APOE_HUMAN,317.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000187612,OR5W2,OR5W2,0,negative,ENSG00000187612,OR5W2,protein_coding,11,55913650.0,55914582.0,-1.0,Q8NH69,OR5W2_HUMAN,310.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000155096,AZIN1,antizyme inhibitor 1,1,positive,ENSG00000155096,AZIN1,protein_coding,8,102826111.0,102893864.0,-1.0,O14977,AZIN1_HUMAN,448.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000118432,CNR1,cannabinoid receptor 1,1,positive,ENSG00000118432,CNR1,protein_coding,6,88139863.0,88167364.0,-1.0,P21554,CNR1_HUMAN,472.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000145494,NDUFS6,NADH:ubiquinone oxidoreductase subunit S6,1,positive,ENSG00000145494,NDUFS6,protein_coding,5,1801363.0,1816051.0,1.0,O75380,NDUS6_HUMAN,124.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000006704,GTF2IRD1,GTF2I repeat domain containing 1,1,positive,ENSG00000006704,GTF2IRD1,protein_coding,7,74452463.0,74602619.0,1.0,Q9UHL9,GT2D1_HUMAN,959.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000123545,NDUFAF4,NADH:ubiquinone oxidoreductase complex assembly factor 4,1,positive,ENSG00000123545,NDUFAF4,protein_coding,6,96889313.0,96897894.0,-1.0,Q9P032,NDUF4_HUMAN,175.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000011523,CEP68,centrosomal protein 68,1,positive,ENSG00000011523,CEP68,protein_coding,2,65056350.0,65087010.0,1.0,Q76N32,CEP68_HUMAN,757.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000196900,SPMIP10,SPMIP10,0,negative,ENSG00000196900,SPMIP10,protein_coding,5,126631705.0,126636284.0,1.0,Q6ZNM6,SMI10_HUMAN,134.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000164040,PGRMC2,progesterone receptor membrane component 2,1,positive,ENSG00000164040,PGRMC2,protein_coding,4,128269237.0,128288829.0,-1.0,O15173,PGRC2_HUMAN,223.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000047315,POLR2B,POLR2B,0,negative,ENSG00000047315,POLR2B,protein_coding,4,56977722.0,57031158.0,1.0,P30876,RPB2_HUMAN,1174.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000064726,BTBD1,BTB domain containing 1,1,positive,ENSG00000064726,BTBD1,protein_coding,15,83016423.0,83067281.0,-1.0,Q9H0C5,BTBD1_HUMAN,482.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000188060,RAB42,RAB42,0,negative,ENSG00000188060,RAB42,protein_coding,1,28592200.0,28595449.0,1.0,Q8N4Z0,RAB42_HUMAN,218.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000225556,C2CD4D,C2CD4D,0,negative,ENSG00000225556,C2CD4D,protein_coding,1,151837818.0,151840557.0,-1.0,B7Z1M9,C2D4D_HUMAN,353.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000139880,CDH24,CDH24,0,negative,ENSG00000139880,CDH24,protein_coding,14,23047062.0,23057538.0,-1.0,Q86UP0,CAD24_HUMAN,819.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000205356,TECPR1,tectonin beta-propeller repeat containing 1,1,positive,ENSG00000205356,TECPR1,protein_coding,7,98214624.0,98252235.0,-1.0,Q7Z6L1,TCPR1_HUMAN,1165.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000095015,MAP3K1,mitogen-activated protein kinase kinase kinase 1,1,positive,ENSG00000095015,MAP3K1,protein_coding,5,56815538.0,56896152.0,1.0,Q13233,M3K1_HUMAN,1512.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000222011,FAM185A,family with sequence similarity 185 member A,1,positive,ENSG00000222011,FAM185A,protein_coding,7,102748969.0,102809552.0,1.0,Q8N0U4,F185A_HUMAN,392.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000171988,JMJD1C,jumonji domain containing 1C,1,positive,ENSG00000171988,JMJD1C,protein_coding,10,63167221.0,63521850.0,-1.0,Q15652,JHD2C_HUMAN,2540.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000257335,MGAM,maltase-glucoamylase,1,positive,ENSG00000257335,MGAM,protein_coding,7,141907813.0,142106747.0,1.0,O43451,MGA_HUMAN,2753.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000141441,GAREM1,GAREM1,0,negative,ENSG00000141441,GAREM1,protein_coding,18,32124877.0,32470882.0,-1.0,Q9H706,GARE1_HUMAN,876.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000185627,PSMD13,PSMD13,0,negative,ENSG00000185627,PSMD13,protein_coding,11,236966.0,252986.0,1.0,Q9UNM6,PSD13_HUMAN,376.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000160185,UBASH3A,ubiquitin associated and SH3 domain containing A,1,positive,ENSG00000160185,UBASH3A,protein_coding,21,42403447.0,42447684.0,1.0,P57075,UBS3A_HUMAN,661.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000215252,GOLGA8B,GOLGA8B,0,negative,ENSG00000215252,GOLGA8B,protein_coding,15,34525095.0,34588503.0,-1.0,A8MQT2,GOG8B_HUMAN,603.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000127603,MACF1,microtubule actin crosslinking factor 1,1,positive,ENSG00000127603,MACF1,protein_coding,1,39081316.0,39487177.0,1.0,Q9UPN3,MACF1_HUMAN,7388.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
