gene_id,gene_symbol,gene_name,label,dataset_role,ensembl_gene_id,ensembl_gene_name,gene_type,chromosome_or_scaffold,gene_start_bp,gene_end_bp,strand,uniprot_accession,uniprot_entry_name,sequence_length_fasta,coordinate_source,coordinate_scope,coordinate_master_version,representative_transcript_id,representative_transcript_rule,representative_transcript_priority,transcript_gene_name,transcript_gene_type,transcript_chromosome,transcript_strand,transcript_start_bp,transcript_end_bp,representative_tss_bp,representative_tss_rule,chromosome_match_gene_vs_transcript,strand_match_gene_vs_transcript,representative_tss_master_version,representative_transcript_selection_strategy
ENSG00000147905,ZCCHC7,zinc finger CCHC-type containing 7,1,positive,ENSG00000147905,ZCCHC7,protein_coding,9,37120478.0,37358177.0,1.0,Q8N3Z6,ZCHC7_HUMAN,543.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000336755,MANE_Select,1,ZCCHC7,protein_coding,9,1,37120574,37358149,37120574,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000138400,MDH1B,MDH1B,0,negative,ENSG00000138400,MDH1B,protein_coding,2,206737763.0,206765328.0,-1.0,Q5I0G3,MDH1B_HUMAN,518.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000374412,MANE_Select,1,MDH1B,protein_coding,2,-1,206737763,206765328,206765328,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000064313,TAF2,TAF2,0,negative,ENSG00000064313,TAF2,protein_coding,8,119730774.0,119832863.0,-1.0,Q6P1X5,TAF2_HUMAN,1199.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000378164,MANE_Select,1,TAF2,protein_coding,8,-1,119730774,119832841,119832841,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000163811,WDR43,WDR43,0,negative,ENSG00000163811,WDR43,protein_coding,2,28894638.0,28948223.0,1.0,Q15061,WDR43_HUMAN,677.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000407426,MANE_Select,1,WDR43,protein_coding,2,1,28894667,28948219,28894667,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000186010,NDUFA13,NADH:ubiquinone oxidoreductase subunit A13,1,positive,ENSG00000186010,NDUFA13,protein_coding,19,19515736.0,19529054.0,1.0,Q9P0J0,NDUAD_HUMAN,144.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000507754,MANE_Select,1,NDUFA13,protein_coding,19,1,19516225,19528198,19516225,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000089847,ANKRD24,ANKRD24,0,negative,ENSG00000089847,ANKRD24,protein_coding,19,4182630.0,4224818.0,1.0,Q8TF21,ANR24_HUMAN,1146.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000318934,MANE_Select,1,ANKRD24,protein_coding,19,1,4182689,4224814,4182689,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000142864,SERBP1,SERBP1,0,negative,ENSG00000142864,SERBP1,protein_coding,1,67407810.0,67430415.0,-1.0,Q8NC51,SERB1_HUMAN,408.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000361219,MANE_Select,1,SERBP1,protein_coding,1,-1,67407810,67430402,67430402,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000185633,COXFA4L2,cytochrome c oxidase hypoxia associated subunit FA4L2,1,positive,ENSG00000185633,NDUFA4L2,protein_coding,12,57234903.0,57240715.0,-1.0,Q9NRX3,CX4L2_HUMAN,87.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000554503,MANE_Select,1,NDUFA4L2,protein_coding,12,-1,57234903,57237104,57237104,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000070444,MNT,MAX network transcriptional repressor,1,positive,ENSG00000070444,MNT,protein_coding,17,2384073.0,2401142.0,-1.0,Q99583,MNT_HUMAN,582.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000174618,MANE_Select,1,MNT,protein_coding,17,-1,2384073,2401060,2401060,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000160803,UBQLN4,UBQLN4,0,negative,ENSG00000160803,UBQLN4,protein_coding,1,156035299.0,156053798.0,-1.0,Q9NRR5,UBQL4_HUMAN,601.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000368309,MANE_Select,1,UBQLN4,protein_coding,1,-1,156035299,156053798,156053798,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000169181,GSG1L,GSG1L,0,negative,ENSG00000169181,GSG1L,protein_coding,16,27787526.0,28063754.0,-1.0,Q6UXU4,GSG1L_HUMAN,331.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000447459,MANE_Select,1,GSG1L,protein_coding,16,-1,27787528,28063714,28063714,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000135837,CEP350,CEP350,0,negative,ENSG00000135837,CEP350,protein_coding,1,179954674.0,180114880.0,1.0,Q5VT06,CE350_HUMAN,3117.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000367607,MANE_Select,1,CEP350,protein_coding,1,1,179954810,180114875,179954810,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000125885,MCM8,MCM8,0,negative,ENSG00000125885,MCM8,protein_coding,20,5949767.0,5998977.0,1.0,Q9UJA3,MCM8_HUMAN,840.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000610722,MANE_Select,1,MCM8,protein_coding,20,1,5950652,5998977,5950652,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000137731,FXYD2,FXYD domain containing ion transport regulator 2,1,positive,ENSG00000137731,FXYD2,protein_coding,11,117800839.0,117828698.0,-1.0,P54710,ATNG_HUMAN,66.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000292079,MANE_Select,1,FXYD2,protein_coding,11,-1,117820057,117824744,117824744,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000196683,TOMM7,translocase of outer mitochondrial membrane 7,1,positive,ENSG00000196683,TOMM7,protein_coding,7,22812628.0,22822849.0,-1.0,Q9P0U1,TOM7_HUMAN,55.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000358435,MANE_Select,1,TOMM7,protein_coding,7,-1,22812974,22822849,22822849,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000184635,ZNF93,ZNF93,0,negative,ENSG00000184635,ZNF93,protein_coding,19,19900913.0,19963464.0,1.0,P35789,ZNF93_HUMAN,620.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000343769,MANE_Select,1,ZNF93,protein_coding,19,1,19900946,19935575,19900946,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000185305,ARL15,ARF like GTPase 15,1,positive,ENSG00000185305,ARL15,protein_coding,5,53883942.0,54310582.0,-1.0,Q9NXU5,ARL15_HUMAN,204.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000504924,MANE_Select,1,ARL15,protein_coding,5,-1,53883942,54310573,54310573,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000184588,PDE4B,phosphodiesterase 4B,1,positive,ENSG00000184588,PDE4B,protein_coding,1,65792514.0,66374579.0,1.0,Q07343,PDE4B_HUMAN,736.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000341517,MANE_Select,1,PDE4B,protein_coding,1,1,65792895,66374574,65792895,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000156966,B3GNT7,B3GNT7,0,negative,ENSG00000156966,B3GNT7,protein_coding,2,231395671.0,231408799.0,1.0,Q8NFL0,B3GN7_HUMAN,401.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000287590,MANE_Select,1,B3GNT7,protein_coding,2,1,231395710,231401164,231395710,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000143393,PI4KB,PI4KB,0,negative,ENSG00000143393,PI4KB,protein_coding,1,151291792.0,151328394.0,-1.0,Q9UBF8,PI4KB_HUMAN,816.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000368873,MANE_Select,1,PI4KB,protein_coding,1,-1,151291804,151327416,151327416,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000172399,MYOZ2,myozenin 2,1,positive,ENSG00000172399,MYOZ2,protein_coding,4,119128431.0,119187789.0,1.0,Q9NPC6,MYOZ2_HUMAN,264.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000307128,MANE_Select,1,MYOZ2,protein_coding,4,1,119135832,119187789,119135832,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000171873,ADRA1D,adrenoceptor alpha 1D,1,positive,ENSG00000171873,ADRA1D,protein_coding,20,4220630.0,4249287.0,-1.0,P25100,ADA1D_HUMAN,572.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000379453,MANE_Select,1,ADRA1D,protein_coding,20,-1,4220630,4249287,4249287,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000089063,TMEM230,TMEM230,0,negative,ENSG00000089063,TMEM230,protein_coding,20,5068232.0,5113452.0,-1.0,Q96A57,TM230_HUMAN,120.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000202834,MANE_Select,1,TMEM230,protein_coding,20,-1,5099850,5113076,5113076,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000068028,RASSF1,RASSF1,0,negative,ENSG00000068028,RASSF1,protein_coding,3,50329782.0,50340980.0,-1.0,Q9NS23,RASF1_HUMAN,344.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000359365,MANE_Select,1,RASSF1,protein_coding,3,-1,50329788,50340836,50340836,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000165164,CFAP47,CFAP47,0,negative,ENSG00000165164,CFAP47,protein_coding,X,35919734.0,36385317.0,1.0,Q6ZTR5,CFA47_HUMAN,3187.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000378653,MANE_Select,1,CFAP47,protein_coding,X,1,35919734,36385317,35919734,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000185774,KCNIP4,KCNIP4,0,negative,ENSG00000185774,KCNIP4,protein_coding,4,20728606.0,21948772.0,-1.0,Q6PIL6,KCIP4_HUMAN,250.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000382152,MANE_Select,1,KCNIP4,protein_coding,4,-1,20728606,21948772,21948772,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000122741,DCAF10,DCAF10,0,negative,ENSG00000122741,DCAF10,protein_coding,9,37800554.0,37867666.0,1.0,Q5QP82,DCA10_HUMAN,559.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000377724,MANE_Select,1,DCAF10,protein_coding,9,1,37800797,37867664,37800797,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000124780,KCNK17,potassium two pore domain channel subfamily K member 17,1,positive,ENSG00000124780,KCNK17,protein_coding,6,39298998.0,39314461.0,-1.0,Q96T54,KCNKH_HUMAN,332.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000373231,MANE_Select,1,KCNK17,protein_coding,6,-1,39299001,39314419,39314419,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000145012,LPP,LIM domain containing preferred translocation partner in lipoma,1,positive,ENSG00000145012,LPP,protein_coding,3,188152994.0,188890671.0,1.0,Q93052,LPP_HUMAN,612.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000617246,MANE_Select,1,LPP,protein_coding,3,1,188154157,188890671,188154157,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000101746,NOL4,nucleolar protein 4,1,positive,ENSG00000101746,NOL4,protein_coding,18,33851100.0,34224952.0,-1.0,O94818,NOL4_HUMAN,638.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000261592,MANE_Select,1,NOL4,protein_coding,18,-1,33851100,34224913,34224913,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000104313,EYA1,EYA transcriptional coactivator and phosphatase 1,1,positive,ENSG00000104313,EYA1,protein_coding,8,71197432.0,71592025.0,-1.0,Q99502,EYA1_HUMAN,592.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000340726,MANE_Select,1,EYA1,protein_coding,8,-1,71197433,71362069,71362069,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000089177,KIF16B,KIF16B,0,negative,ENSG00000089177,KIF16B,protein_coding,20,16272104.0,16573448.0,-1.0,Q96L93,KI16B_HUMAN,1317.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000354981,MANE_Select,1,KIF16B,protein_coding,20,-1,16272104,16573448,16573448,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000183648,NDUFB1,NADH:ubiquinone oxidoreductase subunit B1,1,positive,ENSG00000183648,NDUFB1,protein_coding,14,92116119.0,92121978.0,-1.0,O75438,NDUB1_HUMAN,58.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000605997,MANE_Select,1,NDUFB1,protein_coding,14,-1,92116123,92121706,92121706,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000197467,COL13A1,collagen type XIII alpha 1 chain,1,positive,ENSG00000197467,COL13A1,protein_coding,10,69801880.0,69964275.0,1.0,Q5TAT6,CODA1_HUMAN,717.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000645393,MANE_Select,1,COL13A1,protein_coding,10,1,69801906,69959144,69801906,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000134153,EMC7,EMC7,0,negative,ENSG00000134153,EMC7,protein_coding,15,34083980.0,34101910.0,-1.0,Q9NPA0,EMC7_HUMAN,242.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000256545,MANE_Select,1,EMC7,protein_coding,15,-1,34084017,34101862,34101862,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000136122,BORA,BORA,0,negative,ENSG00000136122,BORA,protein_coding,13,72727749.0,72756198.0,1.0,Q6PGQ7,BORA_HUMAN,559.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000390667,MANE_Select,1,BORA,protein_coding,13,1,72727923,72756196,72727923,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000157837,SPPL3,signal peptide peptidase like 3,1,positive,ENSG00000157837,SPPL3,protein_coding,12,120762510.0,120904358.0,-1.0,Q8TCT6,SPPL3_HUMAN,384.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000353487,MANE_Select,1,SPPL3,protein_coding,12,-1,120762510,120904358,120904358,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000188404,SELL,selectin L,1,positive,ENSG00000188404,SELL,protein_coding,1,169690665.0,169712202.0,-1.0,P14151,LYAM1_HUMAN,372.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000236147,MANE_Select,1,SELL,protein_coding,1,-1,169690667,169711620,169711620,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000107651,SEC23IP,SEC23 interacting protein,1,positive,ENSG00000107651,SEC23IP,protein_coding,10,119892686.0,119944657.0,1.0,Q9Y6Y8,S23IP_HUMAN,1000.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000369075,MANE_Select,1,SEC23IP,protein_coding,10,1,119892730,119944657,119892730,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000179397,CATSPERE,CATSPERE,0,negative,ENSG00000179397,CATSPERE,protein_coding,1,244454377.0,244641177.0,1.0,Q5SY80,CTSRE_HUMAN,951.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000366534,MANE_Select,1,CATSPERE,protein_coding,1,1,244461273,244640504,244461273,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000203760,CENPW,centromere protein W,1,positive,ENSG00000203760,CENPW,protein_coding,6,126340115.0,126348875.0,1.0,Q5EE01,CENPW_HUMAN,88.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000368328,MANE_Select,1,CENPW,protein_coding,6,1,126340115,126348875,126340115,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000129295,DNAAF11,DNAAF11,0,negative,ENSG00000129295,DNAAF11,protein_coding,8,132570416.0,132675617.0,-1.0,Q86X45,DAA11_HUMAN,466.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000620350,MANE_Select,1,DNAAF11,protein_coding,8,-1,132570416,132675545,132675545,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000164823,OSGIN2,OSGIN2,0,negative,ENSG00000164823,OSGIN2,protein_coding,8,89901849.0,89927888.0,1.0,Q9Y236,OSGI2_HUMAN,505.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000451899,MANE_Select,1,OSGIN2,protein_coding,8,1,89902570,89927888,89902570,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000084092,NOA1,NOA1,0,negative,ENSG00000084092,NOA1,protein_coding,4,56962876.0,56977623.0,-1.0,Q8NC60,NOA1_HUMAN,698.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000264230,MANE_Select,1,NOA1,protein_coding,4,-1,56963350,56977606,56977606,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000106459,NRF1,nuclear respiratory factor 1,1,positive,ENSG00000106459,NRF1,protein_coding,7,129611699.0,129757082.0,1.0,Q16656,NRF1_HUMAN,503.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000393232,MANE_Select,1,NRF1,protein_coding,7,1,129611720,129757076,129611720,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000101435,CST9L,CST9L,0,negative,ENSG00000101435,CST9L,protein_coding,20,23564732.0,23568484.0,-1.0,Q9H4G1,CST9L_HUMAN,147.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000376979,MANE_Select,1,CST9L,protein_coding,20,-1,23564732,23568484,23568484,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
